ObjectID,Election,County,HASNO,Site Name,Site Address,Zip,New,ED,Latitude,Longitude,x,y
628,General Election 2024 - 11/05/2024,Manhattan,11095,Eleanor Roosevelt HS,411 East 76 Street,10021,,"023/76, 024/76, 025/76, 028/76",40.77019016,-73.95338045,588328.0578,4513773.3553
629,General Election 2024 - 11/05/2024,Manhattan,11481,Elias Howe Primary School 51 Manhattan,525 West 44 Street,10036,,"063/67, 064/67, 051/75, 055/75",40.76157521,-73.99580677,584758.4344,4512775.1808
630,General Election 2024 - 11/05/2024,Manhattan,11604,EM Moore Housing for the Elderly,160 West 116 Street,10026,,"061/70, 062/70",40.80275071,-73.95188961,588410.6799,4517389.3427
631,General Election 2024 - 11/05/2024,Manhattan,M0028,Esplanade Gardens,129 West 147 Street,10039,,"061/71, 062/71",40.8225883,-73.93599558,589724.6719,4519607.6381
632,General Election 2024 - 11/05/2024,Manhattan,M0043,Find Aid For Aged (Hamilton),141 West 73 Street,10023,,"020/67, 021/67, 027/67, 028/67",40.77890365,-73.97995328,586074.1954,4514714.2057
633,General Election 2024 - 11/05/2024,Manhattan,M0014,Find Aid For Aged (Hargrave),111 West 71 Street,10023,,"022/67, 023/67, 029/67, 001/75",40.77699962,-73.97966801,586100.7264,4514503.1234
634,General Election 2024 - 11/05/2024,Manhattan,11940,First Corinthian Baptist Church,1912 Adam Clayton Powell Jr Boulevard,10026,,057/70,40.80310371,-73.95294159,588321.4738,4517427.4688
635,General Election 2024 - 11/05/2024,Manhattan,11917,Ford Foundation,320 East 43 Street,10017,,"001/74, 002/74, 064/76, 065/76 (Combined into 064/76)",40.75004959,-73.97103882,586863.9966,4511519.9709
636,General Election 2024 - 11/05/2024,Manhattan,11609,Fort Washington Collegiate Church,729 West 181 Street,10033,,"009/71, 010/71, 011/71, 012/71",40.85083995,-73.93753856,589556.5216,4522742.2508
637,General Election 2024 - 11/05/2024,Manhattan,00012,Frank McCourt HS,145 West 84 Street,10024,,"006/67, 009/67, 016/69, 054/69, 055/69, 068/69, 069/69, 070/69, 071/69, 072/69, 073/69, 074/69, 075/69, 076/69, 079/69 (Combined into 016/69)",40.78574323,-73.97420298,586550.5491,4515479.1119
638,General Election 2024 - 11/05/2024,Manhattan,M0303,Ft Washington Serv For Eld/Riverstone Senior Life Services,99 Ft Washington Avenue,10032,New,"020/71, 021/71, 022/71, 023/71, 065/71",40.83910724,-73.94384903,589040.2968,4521433.3778
639,General Election 2024 - 11/05/2024,Manhattan,10520,Gen Grant Houses (NYCHA),75 La Salle Street,10027,,"001/69, 006/69",40.8135744,-73.95800434,587880.5971,4518584.7165
640,General Election 2024 - 11/05/2024,Manhattan,10522,Gen Grant Houses II,1295 Amsterdam Avenue,10027,,003/69,40.81138633,-73.95710426,587959.4002,4518342.7252
641,General Election 2024 - 11/05/2024,Manhattan,10523,Gen Grant Houses III,1315 Amsterdam Avenue,10027,,004/69,40.81247725,-73.95627469,588027.9263,4518464.6593
642,General Election 2024 - 11/05/2024,Manhattan,M0175,Gen Grant Houses IV,3150 Broadway,10027,,"002/69, 013/70, 072/70 (Combined into 013/70)",40.81390229,-73.95884957,587808.878,4518620.2676
643,General Election 2024 - 11/05/2024,Manhattan,11620,George Washington High School,549 Audubon Avenue,10040,,"022/72, 034/72, 036/72",40.85580084,-73.92662534,590469.68,4523304.1736
644,General Election 2024 - 11/05/2024,Manhattan,11261,Gregorio Luperon High School,501 West 165 Street,10032,,"060/72, 063/72",40.83828019,-73.93863607,589480.9025,4521346.8797
645,General Election 2024 - 11/05/2024,Manhattan,11690,Hamilton Madison House,50 Madison Street,10038,,"012/65, 015/65, 016/65, 017/65, 018/65, 019/65, 071/65 (Combined into 012/65)",40.71165083,-73.99783545,584650.4663,4507231.2695
646,General Election 2024 - 11/05/2024,Manhattan,M0105,Harlem Renaissance HS,22 East 128 Street,10035,,"001/68, 019/70, 020/70",40.80781556,-73.93991163,589414.2704,4517963.7326
647,General Election 2024 - 11/05/2024,Manhattan,11522,HCCI (Harlem Congregation for Community Improvement),267 West 152 Street,10039,,057/71,40.82721369,-73.93830516,589523.6866,4520118.7358
648,General Election 2024 - 11/05/2024,Manhattan,11747,HCCI (The David & Joyce Dinkins Gardens),263 West 153 Street,10039,,054/71,40.82771459,-73.93720109,589616.1107,4520175.4689
649,General Election 2024 - 11/05/2024,Manhattan,10407,Henry Brooks Senior House,304 West 154 Street,10039,,053/71,40.82865245,-73.93848316,589506.7425,4520278.2691
650,General Election 2024 - 11/05/2024,Manhattan,11032,Highbridge Rec. Ctr,2301 Amsterdam Avenue,10033,,"047/72, 050/72, 051/72, 053/72, 054/72, 064/72 (Combined into 047/72), 065/72 (Combined into 047/72), 066/72 (Combined into 047/72)",40.8428437,-73.93436187,589835.093,4521857.8454
651,General Election 2024 - 11/05/2024,Manhattan,00019,HS Fashion Industry,225 West 24 Street,10011,,"041/75, 042/75",40.74544491,-73.99650992,584719.5594,4510983.9211
652,General Election 2024 - 11/05/2024,Manhattan,10611,HS For Leadership,90 Trinity Place,10006,,068/61,40.70892311,-74.0123756,583425.6804,4506914.564
653,General Election 2024 - 11/05/2024,Manhattan,10100,HS of Graphic Arts,439 West 49 Street,10019,New,"029/75, 030/75, 031/75, 032/75",40.76358138,-73.99085038,585174.2211,4513002.6802
654,General Election 2024 - 11/05/2024,Manhattan,M0324,3333 Broadway,3333A Broadway,10031,,"006/70, 007/70, 008/70",40.81997042,-73.95537149,588094.1894,4519297.3736
655,General Election 2024 - 11/05/2024,Manhattan,10350,Inwood Terrace,99 Hillside Avenue,10040,,027/72,40.85975474,-73.92687396,590443.346,4523742.8373
656,General Election 2024 - 11/05/2024,Manhattan,11615,53rd Street Library,18 West 53 Street,10103,,"011/75, 012/75, 013/75",40.7608230734177,-73.9770702952547,586340.8758,4512709.9557
657,General Election 2024 - 11/05/2024,Manhattan,10275,Inwood Tower,11 Fort George Hill,10040,,"025/72, 031/72",40.85751519,-73.92813798,590339.8548,4523492.9209
658,General Election 2024 - 11/05/2024,Manhattan,10271,IS 218,4600 Broadway,10040,,028/72,40.86101654,-73.93013028,590167.1865,4523879.5505
659,General Election 2024 - 11/05/2024,Manhattan,M0192,IS 70,333 West 17 Street,10011,,"002/66, 003/66, 017/75, 066/75",40.74226989,-74.00227634,584236.7286,4510625.9216
660,General Election 2024 - 11/05/2024,Manhattan,10434,J K Onassis HS,120 West 46 Street,10036,,"008/73, 014/75, 019/75 (Combined into 014/75), 036/75, 071/75 (Combined into 036/75)",40.75775219,-73.98343161,585807.887,4512362.8252
661,General Election 2024 - 11/05/2024,Manhattan,M0064,Jackie Robinson Complex,1573 Madison Avenue,10029,,"012/68, 013/68, 039/68, 040/68",40.79390658,-73.94909703,588658.0123,4516410.3913
662,General Election 2024 - 11/05/2024,Manhattan,11530,Jackie Robinson Recreation Center (Parks),85 Bradhurst Avenue,10039,,"018/70, 055/71, 056/71, 058/71, 059/71",40.82413194,-73.94243702,589179.4051,4519772.4213
663,General Election 2024 - 11/05/2024,Manhattan,00016,JASA Community Center,200 East 5 Street,10003,,"039/66, 042/66, 049/66",40.72746817,-73.99099985,585207.6891,4508993.7102
664,General Election 2024 - 11/05/2024,Manhattan,11736,Jewish Community Center (Harlem),318 West 118 Street,10026,,"029/70, 030/70, 055/70, 071/70 (Combined into 029/70)",40.80604506,-73.95544464,588106.4424,4517751.4653
665,General Election 2024 - 11/05/2024,Manhattan,M0326,JHS 118,154 West 93 Street,10025,,"001/67, 002/67, 046/67, 049/69, 057/69, 058/69, 059/69, 060/69, 061/69, 063/69, 064/69",40.79159331,-73.97085312,586825.5735,4516131.8289
666,General Election 2024 - 11/05/2024,Manhattan,M0255,JHS 143 Eleanor Roosevelt,511 West 182 Street,10033,,"042/72, 045/72, 046/72",40.84909884,-73.93110632,590101.0724,4522555.5685
667,General Election 2024 - 11/05/2024,Manhattan,10237,John F Kennedy HS,99 Terrace View Avenue,10463,,"002/72, 003/72",40.8772596,-73.91257764,591624.1297,4525700.9132
668,General Election 2024 - 11/05/2024,Manhattan,M0300,K'Hal Adath Jeshurun,90 Bennett Avenue,10033,,008/71,40.85310321,-73.93546571,589728.1939,4522995.6151
669,General Election 2024 - 11/05/2024,Manhattan,M0083,Knickerbocker Plaza,1751 2nd Avenue,10128,,"058/73, 060/73, 065/73, 068/73, 069/73",40.78135252,-73.94943791,588645.9483,4515016.4432
670,General Election 2024 - 11/05/2024,Manhattan,10576,Kurt & Leah Apts,11 West 102 Street,10025,,023/69,40.79595307,-73.96264469,587512.3756,4516623.9586
671,General Election 2024 - 11/05/2024,Manhattan,M0280,LaGuardia High School,100 Amsterdam Avenue,10023,,"047/67, 050/67, 051/67",40.77391756,-73.98528571,585630.6267,4514155.4919
672,General Election 2024 - 11/05/2024,Manhattan,10401,Lenox Hill Neighborhood House,343 East 70 Street,10021,,"016/76, 017/76, 018/76, 019/76",40.76674631,-73.95712172,588016.8573,4513387.3017
673,General Election 2024 - 11/05/2024,Manhattan,10119,Lesbian And Gay Community Services Center Inc,208 West 13 Street,10011,,"014/66, 015/66, 017/66, 023/66",40.73812284,-74.00103045,584347.1578,4510166.7659
674,General Election 2024 - 11/05/2024,Manhattan,10537,Liberty High School,250 West 18 Street,10011,,"047/75, 048/75",40.74190962,-74.00015447,584416.3339,4510587.9675
675,General Election 2024 - 11/05/2024,Manhattan,M0166,Lincoln Guild Housing,303 West 66 Street,10023,,"044/67, 045/67",40.77649915,-73.98764734,585428.0214,4514439.7653
676,General Election 2024 - 11/05/2024,Manhattan,M0249,Amalgamated Dwelling,504A Grand Street,10002,,029/65,40.71472773,-73.98235346,585954.2572,4507587.862
677,General Election 2024 - 11/05/2024,Manhattan,M0144,Lincoln Square Neighborhood Center,250 West 65 Street,10023,,"033/67, 002/75",40.77491944,-73.98712182,585474.3935,4514264.9171
678,General Election 2024 - 11/05/2024,Manhattan,M0100,Church Heavenly Rest,1085 Fifth Avenue,10128,,"054/68, 055/73, 057/73, 063/73",40.78390156,-73.95858516,587870.7351,4515290.2026
679,General Election 2024 - 11/05/2024,Manhattan,M0041,Lincoln Towers,140 West End Avenue,10023,,"040/67, 048/67",40.77583195,-73.98608441,585560.7686,4514367.2242
680,General Election 2024 - 11/05/2024,Manhattan,M0239,East River Housing IV,477 FDR Drive,10002,,028/65,40.71390441,-73.9773297,586379.6539,4507501.3969
681,General Election 2024 - 11/05/2024,Manhattan,M0089,Lincoln Towers IV,180 West End Avenue,10023,New,039/67,40.77730006,-73.98547511,585610.3007,4514530.7905
682,General Election 2024 - 11/05/2024,Manhattan,10465,F.I.T. Feldman Building (John E. Reeves Great Hall),218 West 28 Street,10001,New,"023/75, 024/75, 040/75",40.7474229,-73.99395948,584932.3667,4511205.9565
683,General Election 2024 - 11/05/2024,Manhattan,10176,HS of Art & Design,249 East 56 Street,10022,,"019/73, 020/73, 022/73, 023/73, 024/73, 025/73, 026/73, 027/73, 029/73, 031/73, 032/73, 033/73, 035/73, 072/73 (Combined into 019/73), 066/76 (Combined into 019/73)",40.75915235,-73.96688755,587202.5531,4512534.5625
684,General Election 2024 - 11/05/2024,Manhattan,M0107,Lincoln Towers VI,205 West End Avenue,10023,,042/67,40.77857097,-73.98637579,585532.6656,4514670.9927
685,General Election 2024 - 11/05/2024,Manhattan,10261,Hunter College,128 East 68 Street,10065,,"011/73, 040/73, 041/73, 042/73",40.76795343,-73.96445603,587396.2644,4513513.9689
686,General Election 2024 - 11/05/2024,Manhattan,M0177,Julia Richman Education Campus,302 East 68 Street,10065,,"038/73, 039/73, 043/73, 001/76, 002/76, 014/76",40.76614083,-73.96013727,587763.1429,4513317.0676
687,General Election 2024 - 11/05/2024,Manhattan,M0212,"M Plaza, L.P.",400 West 43 Street,10036,,"033/75, 034/75, 052/75, 053/75",40.75924315,-73.99272217,585021.7648,4512519.2894
688,General Election 2024 - 11/05/2024,Manhattan,11870,M.S. Houses,107 East 129 Street,10035,,"002/68, 072/68, 078/68 (Combined into 002/68)",40.8072445,-73.93591632,589752.0339,4517904.4235
689,General Election 2024 - 11/05/2024,Manhattan,11657,Lower East Side Girls Club,402 East 8 Street,10009,,"033/74, 035/74",40.72424978,-73.97752353,586349.9108,4508649.6116
690,General Election 2024 - 11/05/2024,Manhattan,12094,Manhattanville Community Center,530 West 133 Street,10027,,"010/70, 011/70, 012/70, 015/70, 017/70",40.81790726,-73.95438846,588179.8226,4519069.3333
691,General Election 2024 - 11/05/2024,Manhattan,M0259,Marble Hill Community Center,5365 Broadway,10463,,001/72,40.87649663,-73.90801031,592010.0273,4525621.0061
692,General Election 2024 - 11/05/2024,Manhattan,10438,"Marseilles, LLC",230 West 103 Street,10025,,"042/69, 043/69",40.79919119,-73.96902286,586970.0717,4516977.0701
693,General Election 2024 - 11/05/2024,Manhattan,11169,Martin Luther King Jr. Comm. Ctr.,2 West 115th Street,10026,,"066/70, 067/70",40.79991184,-73.94744713,588789.2035,4517078.6943
694,General Election 2024 - 11/05/2024,Manhattan,10831,Marymount Manhattan College,221 East 71 Street,10021,,"003/76, 004/76, 022/76",40.76864121,-73.9598061,587787.803,4513594.9601
695,General Election 2024 - 11/05/2024,Manhattan,M0290,Masaryk Towers,77 Columbia Street,10002,,"062/65, 063/65",40.71802032,-73.98007145,586142.7625,4507955.5976
696,General Election 2024 - 11/05/2024,Manhattan,10593,Master Apartments,310 Riverside Drive,10025,,"041/69, 078/69 (Combined into 041/69)",40.80048902,-73.97122232,586782.8385,4517118.9603
697,General Election 2024 - 11/05/2024,Manhattan,10433,Max Meltzer Community Center,94 East 1 Street,10009,,039/65,40.72306696,-73.98705,585546.8856,4508508.9864
698,General Election 2024 - 11/05/2024,Manhattan,M0088,Mott Street Senior Center,180 Mott Street,10012,,044/65,40.72057829,-73.99576978,584813.6205,4508224.269
699,General Election 2024 - 11/05/2024,Manhattan,11194,MS 114,331 East 91 Street,10128,,"070/68, 056/76, 058/76",40.78040313,-73.94757719,588804.2225,4514912.935
700,General Election 2024 - 11/05/2024,Manhattan,11796,MS 297,75 Morton Street,10014,,"012/66, 013/66, 020/66, 021/66, 022/66, 030/66, 054/66, 055/66, 076/66 (Combined into 012/66), 077/66 (Combined into 012/66)",40.73115165,-74.00776969,583786.873,4509386.4627
701,General Election 2024 - 11/05/2024,Manhattan,M0009,MS 54 Booker T Washington Middle School,103 West 107 Street,10025,,"020/69, 021/69",40.80046651,-73.96328305,587452.5985,4517124.3503
702,General Election 2024 - 11/05/2024,Manhattan,12086,Nathan Strauss Houses Community Center,225 East 27 Street,10016,,"011/74, 014/74",40.74092738,-73.97984363,586132.4595,4510498.6634
703,General Election 2024 - 11/05/2024,Manhattan,10428,National Council of Jewish Women New York Section,241 West 72 Street,10023,,"036/67, 037/67",40.77939171,-73.98307475,585810.166,4514765.3258
704,General Election 2024 - 11/05/2024,Manhattan,M0013,Norman Thomas High School,111 East 33 Street,10016,,"001/73, 002/73, 070/73 (Combined into 002/73), 062/74, 064/74, 066/74 (Combined into 062/74), 015/75, 016/75, 067/75",40.74622385,-73.98099584,586028.3503,4511085.4793
705,General Election 2024 - 11/05/2024,Manhattan,10445,Northern Man. Nursing Home,116 East 125 Street,10035,,003/68,40.80455908,-73.93826768,589557.3116,4517603.9141
706,General Election 2024 - 11/05/2024,Manhattan,11193,NYU Alumni Hall,33 3 Avenue,10003,,047/66,40.73015517,-73.98913146,585362.0383,4509293.8006
707,General Election 2024 - 11/05/2024,Manhattan,M0265,NYU Brittany Hall,55 East 10 Street,10003,,"036/66, 037/66, 038/66",40.73199056,-73.99179263,585134.975,4509494.9579
708,General Election 2024 - 11/05/2024,Manhattan,11287,NYU The Palladium,133 East 13 Street,10003,,"043/66, 044/66, 046/66, 057/74, 065/74",40.73308845,-73.98857738,585405.0774,4509619.9531
709,General Election 2024 - 11/05/2024,Manhattan,10547,NYU Wash Square Village 2,2 Washington Square Village,10012,,041/66,40.72826003,-73.99619085,584768.3094,4509076.5873
710,General Election 2024 - 11/05/2024,Manhattan,10548,NYU Wash Square Village 3,3 Washington Square Village,10012,,056/66,40.72794768,-73.99838111,584583.7422,4509039.8022
711,General Election 2024 - 11/05/2024,Manhattan,11942,NYU Wash Square Village 4,4 Washington Square Village,10012,,"057/66, 058/66",40.72727798,-73.99701852,584699.6603,4508966.7751
712,General Election 2024 - 11/05/2024,Manhattan,10440,Oberia Dempsey Center,127 West 127 Street,10027,,059/70,40.80953777,-73.94538524,588950.2847,4518149.3449
713,General Election 2024 - 11/05/2024,Manhattan,10392,One Lincoln Plaza,20 West 64 Street,10023,,003/75,40.77186339,-73.98159698,585944.5672,4513931.0706
714,General Election 2024 - 11/05/2024,Manhattan,12090,Pace University-Student Center,1 Pace Plaza,10038,,"002/65, 009/65, 011/65, 072/66",40.71166739,-74.00542417,584009.4353,4507225.8215
715,General Election 2024 - 11/05/2024,Manhattan,11220,Park West High School,525 West 50 Street,10019,,"054/67, 059/67, 061/67, 062/67, 050/75",40.76555072,-73.99358432,584940.9607,4513218.6415
716,General Election 2024 - 11/05/2024,Manhattan,M0195,Penn South (Bldg 2B),339 West 24 Street,10011,,043/75,40.74651577,-73.99970387,584448.551,4511099.7163
717,General Election 2024 - 11/05/2024,Manhattan,10241,Peter Cooper Village,360 1 Avenue,10010,,"015/74, 016/74",40.73549154,-73.97883573,586224.5776,4509896.2355
718,General Election 2024 - 11/05/2024,Manhattan,M0198,Penn South (Bldg 8A),343 8 Avenue,10001,,039/75,40.74782269,-73.9967185,584698.9323,4511247.6705
719,General Election 2024 - 11/05/2024,Manhattan,11487,Phelps House,595 Columbus Avenue,10024,,"065/69, 066/69, 067/69",40.78798926,-73.9707609,586838.0495,4515731.8423
720,General Election 2024 - 11/05/2024,Manhattan,M0159,Polo Ground Senior Center,2965 8 Avenue,10039,,"033/71, 034/71",40.83077737,-73.93733889,589600.3677,4520515.3234
721,General Election 2024 - 11/05/2024,Manhattan,M0173,PS 102,315 East 113 Street,10029,,"030/68, 031/68, 033/68, 034/68",40.79492593,-73.93855559,589545.9716,4516534.2585
722,General Election 2024 - 11/05/2024,Manhattan,M0231,PS 111,440 West 53 Street,10019,,"058/67, 060/67, 067/67, 068/67 (Combined into 058/67), 009/75, 049/75",40.7660052,-73.98935624,585297.2322,4513273.1936
723,General Election 2024 - 11/05/2024,Manhattan,M0111,PS 116,210 East 33 Street,10016,,"003/73, 004/73, 006/73, 012/73, 013/73, 009/74, 010/74",40.74457967,-73.97776177,586303.5137,4510906.138
724,General Election 2024 - 11/05/2024,Manhattan,M0046,PS 130,143 Baxter Street,10013,,"037/65, 038/65, 049/65, 050/65, 062/66",40.7187384,-73.99844434,584590.0622,4508017.4497
725,General Election 2024 - 11/05/2024,Manhattan,M0286,PS 131,100 Hester Street,10002,,"043/65, 051/65, 052/65, 053/65",40.7164547,-73.99353325,585007.7578,4507768.6853
726,General Election 2024 - 11/05/2024,Manhattan,M0093,PS 132,185 Wadsworth Avenue,10033,,"041/72, 043/72, 044/72, 048/72",40.85068192,-73.93410986,589845.7501,4522728.2197
727,General Election 2024 - 11/05/2024,Manhattan,M0051,PS 133,2121 5 Avenue,10037,,"014/70, 045/70, 046/70, 047/70, 070/70 (Combined into 014/70)",40.80985728,-73.93949774,589446.4385,4518190.8039
728,General Election 2024 - 11/05/2024,Manhattan,M0027,PS 140,123 Ridge Street,10002,,"034/65, 035/65, 060/65, 061/65",40.71912826,-73.98328266,585870.1171,4508075.4418
729,General Election 2024 - 11/05/2024,Manhattan,M0223,PS 146,421 East 106 Street,10029,,"049/68, 050/68",40.78931889,-73.93893077,589521.8516,4515911.4475
730,General Election 2024 - 11/05/2024,Manhattan,M0215,PS 149,41 West 117 Street,10026,,"005/68, 065/70",40.8024364,-73.9482911,588714.6464,4517358.0877
731,General Election 2024 - 11/05/2024,Manhattan,M0302,PS 152,93 Nagle Avenue,10040,,"019/72, 020/72, 023/72, 024/72",40.86019518,-73.92784199,590361.1598,4523790.7313
732,General Election 2024 - 11/05/2024,Manhattan,M0082,PS 153,1750 Amsterdam Avenue,10031,,"039/71, 042/71, 043/71, 044/71, 045/71, 049/71, 050/71, 051/71",40.82628762,-73.94706355,588786.3895,4520007.0227
733,General Election 2024 - 11/05/2024,Manhattan,M0143,PS 154,250 West 127 Street,10027,,"016/70, 049/70, 052/70, 053/70, 054/70, 060/70",40.81080952,-73.94898491,588644.9773,4518286.8731
734,General Election 2024 - 11/05/2024,Manhattan,M0050,PS 158,1458 York Avenue,10075,,"020/76, 021/76, 030/76, 038/76, 039/76",40.77042339,-73.95090774,588536.4321,4513801.7384
735,General Election 2024 - 11/05/2024,Manhattan,M0072,PS 163,163 West 97 Street,10025,,"033/69, 034/69, 035/69, 036/69, 037/69, 038/69, 056/69, 077/69 (Combined into 033/69), 083/69 (Combined into 033/69)",40.79455872,-73.96875683,586998.5618,4516463.0913
736,General Election 2024 - 11/05/2024,Manhattan,M0135,PS 165,234 West 109 Street,10025,,"013/69, 014/69, 017/69, 028/69, 029/69, 030/69, 039/69",40.80297567,-73.96600088,587220.0461,4517400.1808
737,General Election 2024 - 11/05/2024,Manhattan,M0169,PS 173,306 Ft Washington Avenue,10033,,"013/71, 014/71, 015/71, 016/71, 017/71, 049/72, 052/72",40.84559424,-73.94013323,589344.8553,4522157.2779
738,General Election 2024 - 11/05/2024,Manhattan,M0081,PS 175 Henry H. Garnet,175 West 134 Street,10030,,"022/70, 027/70, 040/70, 058/70, 069/70",40.81420589,-73.94288329,589155.063,4518670.0877
739,General Election 2024 - 11/05/2024,Manhattan,M0218,PS 183,408 East 67 Street,10065,,"008/76, 009/76, 010/76, 011/76, 012/76, 013/76, 015/76",40.76405142,-73.95748063,587990.1203,4513087.7873
740,General Election 2024 - 11/05/2024,Manhattan,11260,PS 184M,327 Cherry Street,10002,,"024/65, 025/65, 026/65, 027/65, 070/65 (Combined into 024/65)",40.71149849,-73.98585032,585663.0338,4507225.9785
741,General Election 2024 - 11/05/2024,Manhattan,M0199,PS 187,349 Cabrini Boulevard,10040,,"003/71, 004/71, 005/71, 006/71, 007/71, 067/71 (Combined into 003/71)",40.85613708,-73.93729526,589569.8946,4523330.5316
742,General Election 2024 - 11/05/2024,Manhattan,M0232,PS 188 Or 196,442 East Houston Street,10002,,"059/65, 064/65, 066/65, 039/74",40.71962678,-73.97750542,586357.4158,4508136.4459
743,General Election 2024 - 11/05/2024,Manhattan,M0145,PS 189,2580 Amsterdam Avenue,10040,,"037/72, 038/72, 039/72",40.85309825,-73.92756023,590394.5549,4523003.1941
744,General Election 2024 - 11/05/2024,Manhattan,M0248,PS 192,500 West 138 Street,10031,,"002/70, 004/70, 005/70, 009/70, 048/71",40.82141745,-73.95252031,588332.7158,4519460.8758
745,General Election 2024 - 11/05/2024,Manhattan,M0142,PS 194,244 West 144 Street,10030,,"021/70, 023/70, 024/70, 060/71",40.82132482,-73.94073612,589326.6033,4519462.5378
746,General Election 2024 - 11/05/2024,Manhattan,M0078,PS 198,1700 3 Avenue,10128,,"052/68, 053/68, 055/68, 062/68, 063/68, 064/68, 065/68, 066/68, 067/68, 075/68, 076/68 (Combined into 075/68)",40.78504509,-73.9496926,588619.5482,4515426.0908
747,General Election 2024 - 11/05/2024,Manhattan,M0152,PS 199,270 West 70 Street,10023,,"030/67, 031/67, 032/67, 038/67, 041/67, 043/67, 070/67 (Combined into 030/67)",40.77792161,-73.98456778,585686.0678,4514600.6736
748,General Election 2024 - 11/05/2024,Manhattan,M0024,PS 2 (Meyer London),122 Henry Street,10002,,"013/65, 014/65, 023/65, 054/65",40.71316672,-73.99135015,585196.3411,4507405.8138
749,General Election 2024 - 11/05/2024,Manhattan,M0073,PS 20,166 Essex Street,10002,,"040/65, 041/65, 058/65",40.72131837,-73.98656828,585589.8097,4508315.3511
750,General Election 2024 - 11/05/2024,Manhattan,00025,PS 206,508 East 120 Street,10035,,"015/68, 016/68, 021/68, 032/68",40.79704527,-73.93021292,590246.9207,4516778.0768
751,General Election 2024 - 11/05/2024,Manhattan,10517,PS 217,645 Main Street,10044,,"071/37 (Combined into 059/76), 059/76, 060/76, 061/76, 062/76, 068/76 (Combined into 060/76)",40.76388565,-73.94811792,588780.5795,4513078.8173
752,General Election 2024 - 11/05/2024,Manhattan,10222,PS 234 (Independence),292 Greenwich Street,10007,,"063/66, 064/66, 066/66, 068/66, 069/66, 070/66, 071/66",40.71596004,-74.01128572,583508.9526,4507696.7442
753,General Election 2024 - 11/05/2024,Manhattan,11225,PS 276,55 Battery Place,10280,,"061/61, 062/61, 063/61, 064/61, 069/61, 070/61 (Combined into 069/61), 073/61 (Combined into 069/61)",40.70636747,-74.0176535,582983.0168,4506625.8716
754,General Election 2024 - 11/05/2024,Manhattan,M0240,PS 28,475 West 155 Street,10032,,"030/71, 035/71, 040/71",40.83154603,-73.94240393,589172.262,4520595.4845
755,General Election 2024 - 11/05/2024,Manhattan,M0171,PS 290 (Manh New School),311 East 82 Street,10028,,"033/76, 034/76, 035/76, 036/76, 040/76, 041/76, 042/76, 043/76, 047/76, 050/76",40.77507852,-73.95284608,588366.6778,4514316.5401
756,General Election 2024 - 11/05/2024,Manhattan,M0245,PS 3,490 Hudson Street,10014,,"010/66, 011/66, 016/66, 018/66, 019/66, 029/66, 031/66",40.73259204,-74.00629466,583909.6212,4509547.765
757,General Election 2024 - 11/05/2024,Manhattan,M0155,PS 33,281 9 Avenue,10001,,"060/75, 061/75, 062/75, 063/75",40.74898683,-74.000009,584419.6659,4511373.7277
758,General Election 2024 - 11/05/2024,Manhattan,M0288,PS 34,730 East 12 Street,10009,,"029/74, 031/74",40.72637798,-73.97518286,586544.8301,4508888.161
759,General Election 2024 - 11/05/2024,Manhattan,M0026,PS 36,123 Morningside Drive,10027,,"008/69, 010/69, 028/70",40.81050934,-73.95739908,587935.6922,4518245.076
760,General Election 2024 - 11/05/2024,Manhattan,M0134,PS 38 or 121,232 East 103 Street,10029,,"056/68, 057/68, 058/68, 059/68",40.78889888,-73.94460034,589044.0659,4515859.0514
761,General Election 2024 - 11/05/2024,Manhattan,M0019,PS 41,116 West 11 Street,10011,,"025/66, 026/66, 027/66, 028/66, 040/66",40.73555986,-73.99901406,584520.6571,4509884.1965
762,General Election 2024 - 11/05/2024,Manhattan,11529,PS 452,210 West 61 Street,10023,,"049/67, 052/67, 053/67, 056/67, 057/67",40.77178176,-73.9872898,585464.2385,4513916.4465
763,General Election 2024 - 11/05/2024,Manhattan,M0160,PS 46,2987 8 Avenue,10039,,"031/71, 032/71, 069/71 (Combined into 031/71), 071/71 (Combined into 031/71)",40.83149083,-73.93588518,589721.9809,4520596.0115
764,General Election 2024 - 11/05/2024,Manhattan,M0128,PS 47 (The ASL and English Lower School),225 East 23 Street,10010,,"050/74, 051/74, 052/74, 056/74",40.73824703,-73.98133035,586010.3853,4510199.667
765,General Election 2024 - 11/05/2024,Manhattan,10746,PS 48,4360 Broadway,10033,,"030/72, 032/72, 033/72, 035/72, 040/72",40.85339881,-73.93359222,589885.7111,4523030.3512
766,General Election 2024 - 11/05/2024,Manhattan,11532,PS 185/PS 208,20 West 111 Street,10026,,"010/68, 011/68, 014/68, 073/68, 077/68 (Combined into 010/68), 068/70",40.79769846,-73.94946557,588621.8772,4516830.9479
767,General Election 2024 - 11/05/2024,Manhattan,00028,PS 52,650 Academy Street,10034,,"001/71, 002/71, 009/72, 010/72, 014/72, 018/72",40.86558596,-73.92475985,590613.5782,4524392.3442
768,General Election 2024 - 11/05/2024,Manhattan,M0237,PS 53 Or 811,466 West End Avenue,10024,,"011/67, 012/67, 013/67, 014/67, 015/67",40.78643217,-73.97941459,586109.9275,4515550.46
